geoid_r,macroregion,impact,diff,diff2,year_c,region,allpat,pop_r,yearsofeducation_r,gdppcregion_r,lnpopulationdensity_r,shape_area_r,id_c,pop_r_ip,yearsofeducation_r_ip,gdppcregion_r_ip,lnpopulationdensity_r_ip,shape_area_r_ip,region_ip
163,Latin America,0.12582392,0,0,2005,Potos,0,399579.56,,2089.533,1.846333,63059573022,,399579.56,4.3733592,2089.533,1.846333,63059573022,Potos
164,Latin America,0.12582392,0,0,2005,Santa Cruz,0,1245899.9,,3913.3369,1.873991,1.91258E+11,,1245899.9,7.2692261,3913.3369,1.873991,1.91258E+11,Santa Cruz
165,Latin America,0.12582392,-1,0,2005,Tarija,0,242892.72,,6853.646,2.5029089,19879933045,,242892.72,6.1689448,6853.646,2.5029089,19879933045,Tarija
166,Latin America,0.12582392,-1,0,2005,Santa Cruz,1,175426.47,8.4062061,26257.32,-0.051079702,1.8462E+11,1550,175426.47,8.4062061,26257.32,-0.051079702,1.8462E+11,Santa Cruz
167,Latin America,0.12582392,-1,0,2005,Tierra del Fuego,0,96424.148,9.3063717,22277.039,1.685636,17869952840,,96424.148,9.3063717,22277.039,1.685636,17869952840,Tierra del Fuego
168,Latin America,0.12582392,-1,0,2005,San Juan,1,378018.44,7.9094639,4816.0112,2.009217,50689865043,1550,378018.44,7.9094639,4816.0112,2.009217,50689865043,San Juan
169,Latin America,0.12582392,1,1,2005,Chubut,0,315868.81,8.0153456,16100.35,0.70924491,1.55412E+11,,315868.81,8.0153456,16100.35,0.70924491,1.55412E+11,Chubut
170,Latin America,0.12582392,0,0,2005,Mendoza,0,1005199.1,7.9916172,9301.6396,2.3899331,92112251723,1550,1005199.1,7.9916172,9301.6396,2.3899331,92112251723,Mendoza
171,Latin America,0.12582392,0,0,2005,Neuqun,0,326012.88,8.0471163,19853.35,1.692607,59999116314,,326012.88,8.0471163,19853.35,1.692607,59999116314,Neuqun
172,Latin America,0.12582392,0,0,2005,Buenos Aires,30,9139892,8.106348,8457.8936,3.8665831,1.91296E+11,1550,9139892,8.106348,8457.8936,3.8665831,1.91296E+11,Buenos Aires
173,Latin America,0.12582392,0,0,2005,Ciudad de Bs. As.,0,1721584.8,10.75552,28358.07,9.67134,108572246.2,,1721584.8,10.75552,28358.07,9.67134,108572246.2,Ciudad de Bs. As.
174,Latin America,0.12582392,-1,0,2005,La Pampa,0,193568.63,7.6428471,10875.3,0.76944518,89674543747,,193568.63,7.6428471,10875.3,0.76944518,89674543747,La Pampa
175,Latin America,0.12582392,0,0,2005,Ro Negro,0,388485.44,7.5933762,8348.5332,1.0686001,1.33441E+11,,388485.44,7.5933762,8348.5332,1.0686001,1.33441E+11,Ro Negro
176,Latin America,0.12582392,-1,0,2005,San Luis,0,239144.17,7.9757299,9679.4863,1.633985,46669068948,,239144.17,7.9757299,9679.4863,1.633985,46669068948,San Luis
177,Latin America,0.12582392,0,0,2005,Crdoba,1,1879642.5,8.5274916,9314.1963,2.9403751,99331415365,1550,1879642.5,8.5274916,9314.1963,2.9403751,99331415365,Crdoba
178,Latin America,0.12582392,1,1,2005,Catamarca,0,197350.19,8.1314135,14428.48,1.259124,56028236595,,197350.19,8.1314135,14428.48,1.259124,56028236595,Catamarca
179,Latin America,0.12582392,0,0,2005,Jujuy,0,349634.25,7.8394361,4709.02,2.488981,29017717322,,349634.25,7.8394361,4709.02,2.488981,29017717322,Jujuy
180,Latin America,0.12582392,1,1,2005,La Rioja,0,178681.86,8.3914261,5325.8711,1.216372,52944007891,,178681.86,8.3914261,5325.8711,1.216372,52944007891,La Rioja
181,Latin America,0.12582392,0,0,2005,Salta,5,627835.06,7.8364449,5071.7729,1.988856,85920418467,1550,627835.06,7.8364449,5071.7729,1.988856,85920418467,Salta
182,Latin America,0.12582392,-1,0,2005,Santiago del Estero,2,473761.38,6.6910868,3890.449,1.822224,76591016992,1550,473761.38,6.6910868,3890.449,1.822224,76591016992,Santiago del Estero
183,Latin America,0.12582392,-1,0,2005,Tucumn,0,781210.13,7.8232212,4593.6841,4.096487,12992303218,,781210.13,7.8232212,4593.6841,4.096487,12992303218,Tucumn
184,Latin America,0.12582392,-1,0,2005,Chaco,3,569479.63,6.6693821,4259.4678,2.3270869,55569584128,1550,569479.63,6.6693821,4259.4678,2.3270869,55569584128,Chaco
185,Latin America,0.12582392,-1,0,2005,Formosa,0,280143.88,6.9623618,3703.5591,1.900794,41867478785,,280143.88,6.9623618,3703.5591,1.900794,41867478785,Formosa
186,Latin America,0.12582392,0,0,2005,Corrientes,0,548717.25,7.1291442,4467.0518,2.3876829,50395420134,,548717.25,7.1291442,4467.0518,2.3876829,50395420134,Corrientes
187,Latin America,0.12582392,-1,0,2005,Entre Ros,0,705734.44,7.6352458,6186.7241,2.7266469,46182086195,,705734.44,7.6352458,6186.7241,2.7266469,46182086195,Entre Ros
188,Latin America,0.12582392,0,0,2005,Santa Fe,0,1801562.5,8.2229719,9638.7588,3.139245,78035557593,,1801562.5,8.2229719,9638.7588,3.139245,78035557593,Santa Fe
189,Latin America,0.12582392,0,0,2005,Misiones,0,577409.69,6.5445228,4370.166,3.5367761,16806674005,,577409.69,6.5445228,4370.166,3.5367761,16806674005,Misiones
190,Latin America,0.12582392,-1,0,2005,,0,,,,,,,587382.19,7.3768392,5937.3232,3.273175,24306300107,Estado Anzotegui
191,Latin America,0.12582392,-1,0,2005,,1,,,,,,1748,226948.3,5.3947897,7821.2183,2.0564878,37068141049,Estado Apure
192,Latin America,0.12582392,0,0,2005,,0,,,,,,,766849.63,7.9564171,8198.1367,5.4650011,3542671801,Estado Aragua
193,Latin America,0.12582392,-1,0,2005,,0,,,,,,,299106.75,6.1072631,3851.3577,2.9008379,18405407572,Estado Barinas
194,Latin America,0.12582392,0,0,2005,,0,,,,,,,651646.06,8.2267151,17937.594,1.821063,1.21236E+11,Estado Bolvar
195,Latin America,0.12582392,-1,0,2005,,0,,,,,,,1076052.5,7.9970021,4549.4541,6.2391744,2444251362,Estado Carabobo
196,Latin America,0.12582392,-1,0,2005,,0,,,,,,,133712.41,7.0334358,1838.2134,3.042522,7385066281,Estado Cojedes
197,Latin America,0.12582392,-1,0,2005,,0,,,,,,,388614.91,6.9937544,20300.721,3.3844843,13896811831,Estado Falcn
198,Latin America,0.12582392,-1,0,2005,,0,,,,,,,329587.63,6.0917978,2987.062,2.344105,34248333693,Estado Gurico
199,Latin America,0.12582392,0,0,2005,,4,,,,,,1748,821348.31,7.0262065,2243.3364,4.5260382,9736434316,Estado Lara
200,Latin America,0.12582392,-1,0,2005,,0,,,,,,,384172.59,6.9462638,817.47467,4.1543221,6529943451,Estado Mrida
201,Latin America,0.12582392,-1,0,2005,,1,,,,,,1748,1339917.3,8.1214628,3508.5347,5.8442392,4381374195,Estado Miranda
202,Latin America,0.12582392,0,0,2005,,0,,,,,,,309185.31,7.1015215,25247.311,3.1013367,14824416655,Estado Monagas
203,Latin America,0.12582392,-1,0,2005,,0,,,,,,,192021.8,7.5944648,3908.1064,6.0288005,528567050,Estado Nueva Esparta
204,Latin America,0.12582392,-1,0,2005,,0,,,,,,,422326,5.8815994,1709.578,3.8948333,9932198734,Estado Portuguesa
205,Latin America,0.12582392,-1,0,2005,,0,,,,,,1748,427724.69,6.2485075,1370.9709,4.3823366,5566269408,Estado Sucre
206,Latin America,0.12582392,-1,0,2005,,0,,,,,,,535290.94,6.9426951,1360.248,4.6641135,5414278493,Estado Tchira
207,Latin America,0.12582392,-1,0,2005,,0,,,,,,,303130.47,6.5486979,2684.6907,4.329782,4120812840,Estado Trujillo
208,Latin America,0.12582392,-1,0,2005,,0,,,,,,,268207.19,6.9112325,2039.8546,4.5349269,3180361542,Estado Yaracuy
209,Latin America,0.12582392,0,0,2005,,6,,,,,,1748,1619648,7.2062058,5307.2231,4.4151678,22353982989,Estado Zulia
210,South Asia,0.38106942,1,1,2005,Kerala,14,16610422,,3584.5879,6.7580752,19292388033,1764,16610422,5.7253151,3584.5879,6.7580752,19292388033,Kerala
211,South Asia,0.38106942,,0,,,,,,,,,,,,,,,
212,South Asia,0.38106942,1,1,2005,Tamil Nadu,148,34083616,,3297.572,6.2355618,66753723908,1764,34083616,4.1794524,3297.572,6.2355618,66753723908,Tamil Nadu
213,South-East Asia,-0.27363741,1,1,2005,Chanthaburi,0,248321.69,,6108.229,4.341023,3233942680,,248321.69,5.7504468,6108.229,4.341023,3233942680,Chanthaburi
214,South-East Asia,-0.27363741,1,1,2005,Chon Buri,6,670416.69,,18209.67,5.6700802,2311321406,1770,670416.69,7.5038199,18209.67,5.6700802,2311321406,Chon Buri
215,South-East Asia,-0.27363741,-1,0,2005,Chumphon,0,233295.03,,5204.1318,4.3305802,3070142295,,233295.03,6.236412,5204.1318,4.3305802,3070142295,Chumphon
216,South-East Asia,-0.27363741,-1,0,2005,Krabi,0,176804.47,,5813.8188,4.273737,2462820898,,176804.47,5.5210881,5813.8188,4.273737,2462820898,Krabi
217,South-East Asia,-0.27363741,1,1,2005,Nakhon Si Thammarat,0,755166.25,,4150.0288,5.0097942,5038678735,,755166.25,5.585423,4150.0288,5.0097942,5038678735,Nakhon Si Thammarat
218,South-East Asia,-0.27363741,0,0,2005,Narathiwat,0,336953.88,,2729.053,5.0086818,2250751297,,336953.88,4.9309258,2729.053,5.0086818,2250751297,Narathiwat
219,South-East Asia,-0.27363741,-1,0,2005,Pattani,0,304364.31,,3104.2109,5.7302999,987997966.9,,304364.31,5.9674978,3104.2109,5.7302999,987997966.9,Pattani
220,South-East Asia,-0.27363741,0,0,2005,Phangnga,0,124556.52,,5944.0928,4.1151209,2033256287,,124556.52,5.8480601,5944.0928,4.1151209,2033256287,Phangnga
221,South-East Asia,-0.27363741,-1,0,2005,Phatthalung,0,247797.7,,2784.196,4.8508582,1938190247,,247797.7,5.517714,2784.196,4.8508582,1938190247,Phatthalung
222,South-East Asia,-0.27363741,-1,0,2005,Phetchaburi,0,233777.84,,4975.1001,4.2947631,3188684043,,233777.84,6.4297719,4975.1001,4.2947631,3188684043,Phetchaburi
223,South-East Asia,-0.27363741,1,1,2005,Phuket,4,196768.33,,8184.2192,6.548203,281907577.5,1770,196768.33,8.1002913,8184.2192,6.548203,281907577.5,Phuket
224,South-East Asia,-0.27363741,0,0,2005,Phachuap Khiri Khan,0,235052.05,,6566.0371,4.266325,3298546591,,235052.05,4.9476528,6566.0371,4.266325,3298546591,Phachuap Khiri Khan
225,South-East Asia,-0.27363741,-1,0,2005,Ranong,0,104324.22,,4666.8232,4.1776118,1599820706,,104324.22,5.7575669,4666.8232,4.1776118,1599820706,Ranong
226,South-East Asia,-0.27363741,1,1,2005,Rayong,1,346147.91,,40435.57,5.2005401,1908516317,1770,346147.91,7.117013,40435.57,5.2005401,1908516317,Rayong
227,South-East Asia,-0.27363741,-1,0,2005,Samut Songkhram,0,100425.03,,4002.699,6.1710372,209794778.8,,100425.03,5.3842492,4002.699,6.1710372,209794778.8,Samut Songkhram
228,South-East Asia,-0.27363741,0,0,2005,Satun,0,131978.94,,4883.6138,4.572854,1363136621,,131978.94,5.8349891,4883.6138,4.572854,1363136621,Satun
229,South-East Asia,-0.27363741,1,1,2005,Songkhla,0,693600.31,,6180.7388,5.1982651,3832935060,,693600.31,6.4299521,6180.7388,5.1982651,3832935060,Songkhla
230,South-East Asia,-0.27363741,-1,0,2005,Surat Thani,0,477677.72,,6267.8081,4.2691422,6684519054,,477677.72,6.288219,6267.8081,4.2691422,6684519054,Surat Thani
231,South-East Asia,-0.27363741,0,0,2005,Trang,0,302374.75,,5018.9028,4.8106918,2462002854,,302374.75,5.6620932,5018.9028,4.8106918,2462002854,Trang
232,South-East Asia,-0.27363741,1,1,2005,Trat,0,119851.34,,5401.9961,4.4003768,1470900976,,119851.34,5.5118999,5401.9961,4.4003768,1470900976,Trat
233,South-East Asia,-0.27363741,-1,0,2005,Yala,0,214596.44,,4153.8301,4.5744781,2212849886,,214596.44,6.2596021,4153.8301,4.5744781,2212849886,Yala
234,,,-1,0,2005,Arusha,0,1300707.9,,1119.485,3.4236341,42394978511,,1300707.9,4.3917298,1119.485,3.4236341,42394978511,Arusha
235,,,-1,0,2005,D'Salaam,0,1423966.8,,1796.541,7.459157,820406547.5,,1423966.8,7.2205114,1796.541,7.459157,820406547.5,D'Salaam
236,,,-1,0,2005,Dodoma,0,906789.25,,563.73889,3.746424,21402036264,,906789.25,3.6398032,563.73889,3.746424,21402036264,Dodoma
237,,,0,0,2005,Iringa,0,793068.88,,1171.506,3.2233529,31581044730,,793068.88,4.4407845,1171.506,3.2233529,31581044730,Iringa
238,,,1,1,2005,Kagera,0,1115169.4,,611.81219,4.0154338,20112218946,,1115169.4,3.7364378,611.81219,4.0154338,20112218946,Kagera
239,,,,0,,,,,,,,,,,,,,,
240,,,-1,0,2005,Kigoma,0,968363.5,,564.61157,3.72507,23348611502,,968363.5,3.5238736,564.61157,3.72507,23348611502,Kigoma
241,,,-1,0,2005,Kilimanjaro,0,726906.31,,1142.089,4.6873641,6695486152,,726906.31,5.4381366,1142.089,4.6873641,6695486152,Kilimanjaro
242,,,-1,0,2005,Lindi,0,418332.94,,808.44781,2.509912,34000174067,,418332.94,3.0728879,808.44781,2.509912,34000174067,Lindi
243,,,0,0,2005,Mara,0,738268.81,,921.16083,3.929939,14503195228,,738268.81,4.3783665,921.16083,3.929939,14503195228,Mara
244,,,-1,0,2005,Mbeya,0,1124370.4,,1082.23,3.6364291,29622951393,,1124370.4,4.220366,1082.23,3.6364291,29622951393,Mbeya
245,,,-1,0,2005,Morogoro,0,958902,,962.6344,3.3319881,34253916192,,958902,3.9685936,962.6344,3.3319881,34253916192,Morogoro
246,,,-1,0,2005,Mtwara,0,604363.88,,712.80048,4.2100611,8972061394,,604363.88,3.2370765,712.80048,4.2100611,8972061394,Mtwara
247,,,1,1,2005,Mwanza,0,1615805.6,,883.97089,4.5167789,17651309485,,1615805.6,4.0717969,883.97089,4.5167789,17651309485,Mwanza
248,,,-1,0,2005,Pwani,0,480480.69,,689.52332,3.3973341,16078018865,,480480.69,3.3464372,689.52332,3.3973341,16078018865,Pwani
249,,,-1,0,2005,Rukwa,0,636962,,917.31342,2.8173261,38068380583,,636962,3.2625406,917.31342,2.8173261,38068380583,Rukwa
250,,,-1,0,2005,Ruvuma,0,613008.19,,1146.5129,2.931087,32697260705,,613008.19,4.3937955,1146.5129,2.931087,32697260705,Ruvuma
251,,,-1,0,2005,Shinyanga,0,1548059.1,,623.90613,4.1099629,25401145289,,1548059.1,3.2197909,623.90613,4.1099629,25401145289,Shinyanga
252,,,-1,0,2005,Singida,0,583823.69,,533.91022,3.160413,24758924876,,583823.69,3.7110927,533.91022,3.160413,24758924876,Singida
253,,,-1,0,2005,Tabora,0,957422.81,,761.4339,3.2062919,38781880033,,957422.81,2.9075637,761.4339,3.2062919,38781880033,Tabora
254,,,-1,0,2005,Tanga,0,870344.69,,1126.9969,4.1111269,14264334215,,870344.69,4.011148,1126.9969,4.1111269,14264334215,Tanga
255,South Asia,0.38106942,1,1,2005,Central,1,1287777.1,,2099.123,6.0875182,2924591681,1613,1287777.1,9.6318207,2099.123,6.0875182,2924591681,Central
256,South Asia,0.38106942,1,1,2005,Eastern,0,789759.38,,1952.299,5.0524068,5049662142,,789759.38,9.0258808,1952.299,5.0524068,5049662142,Eastern
257,South Asia,0.38106942,1,1,2005,North Central,0,589358.13,,2311.1899,4.689352,5417757806,,589358.13,9.8300114,2311.1899,4.689352,5417757806,North Central
258,South Asia,0.38106942,0,0,2005,Northern,1,577427.06,,1707.4969,4.8603082,4473961010,,577427.06,,1707.4969,4.8603082,4473961010,Northern
259,South Asia,0.38106942,1,1,2005,North Western,0,1135243.8,,2503.553,5.6271911,4085367556,,1135243.8,10.111197,2503.553,5.6271911,4085367556,North Western
260,South Asia,0.38106942,1,1,2005,Sabaragamuwa,0,939630.31,,2167.208,5.896656,2582687511,,939630.31,9.8651333,2167.208,5.896656,2582687511,Sabaragamuwa
261,South Asia,0.38106942,1,1,2005,Southern,0,1198342.4,,2363.938,6.0400009,2853920035,,1198342.4,9.8944159,2363.938,6.0400009,2853920035,Southern
262,South Asia,0.38106942,1,1,2005,Uva,0,628588.06,,2256.2271,4.980197,4320102688,,628588.06,9.2717991,2256.2271,4.980197,4320102688,Uva
263,South Asia,0.38106942,0,0,2005,Western,3,2831938.8,,5636.1631,7.3469591,1825324601,1613,2831938.8,11.126732,5636.1631,7.3469591,1825324601,Western
264,,,,0,,,,,,,,,,,,,,,
265,,,0,0,2005,Cape Province,6,7316384,7.384356,6295.916,2.93961,3.86937E+11,1595,7316384,7.384356,6295.916,2.93961,3.86937E+11,Cape Province
266,,,0,0,2005,Transvaal,78,12208997,7.7491021,7855.3452,4.1816049,1.8648E+11,1595,12208997,7.7491021,7855.3452,4.1816049,1.8648E+11,Transvaal
267,,,0,0,2005,Orange Free State,10,1572736,7.0268898,6022.1221,3.052238,74316579553,1595,1572736,7.0268898,6022.1221,3.052238,74316579553,Orange Free State
268,,,0,0,2005,Natal,7,5741893,7.1881618,5173.2671,4.684299,53050550952,1595,5741893,7.1881618,5173.2671,4.684299,53050550952,Natal
269,South-East Asia,-0.27363741,1,1,2005,,5,,,,,,1769,3160602.3,6.9132376,2776.2771,6.089654,7152259241,Central Visayas
270,South-East Asia,-0.27363741,1,1,2005,,18,,,,,,1769,10478041,6.6560588,1664.0404,5.332521,50517442747,Mindanao
271,South-East Asia,-0.27363741,-1,0,2005,,0,,,,,,,1963861.3,6.2093368,1368.4994,5.2392573,10410583689,Eastern Visayas
272,,,1,1,2005,,0,,,,,,,13301019,,1955.0109,5.6077352,46714029097,South East
273,,,-1,0,2005,,0,,,,,,,11198767,,2425.0198,5.1179714,66298949831,South West
274,,,1,1,2005,Tete,0,872914.94,1.373232,463.0014,2.80725,52698558842,,872914.94,1.373232,463.0014,2.80725,52698558842,Tete
275,,,1,1,2005,Manica,0,711544.88,2.177685,476.61938,3.0579059,33432632555,,711544.88,2.177685,476.61938,3.0579059,33432632555,Manica
276,,,1,1,2005,Cabo Delgado,0,804455.13,1.163991,381.97739,2.996649,40185899061,,804455.13,1.163991,381.97739,2.996649,40185899061,Cabo Delgado
277,,,0,0,2005,Niassa,0,567273.56,1.343529,366.29349,2.1455851,66370762814,,567273.56,1.343529,366.29349,2.1455851,66370762814,Niassa
278,,,1,1,2005,Nampula,0,1978941,1.245034,443.51001,3.8827519,40754452776,,1978941,1.245034,443.51001,3.8827519,40754452776,Nampula
279,,,0,0,2005,Sofala,0,844652.75,2.306426,938.06512,3.1604409,35819219546,,844652.75,2.306426,938.06512,3.1604409,35819219546,Sofala
280,,,1,1,2005,Zambezia,0,1941517.5,1.118259,337.44989,3.58407,53901331333,,1941517.5,1.118259,337.44989,3.58407,53901331333,Zambezia
281,,,0,0,2005,Inhambane,0,680705.63,1.790622,651.50928,2.9088011,37126423249,,680705.63,1.790622,651.50928,2.9088011,37126423249,Inhambane
282,,,0,0,2005,Gaza,0,659875.13,1.868858,516.60382,2.7702379,41339259691,,659875.13,1.868858,516.60382,2.7702379,41339259691,Gaza
283,,,0,0,2005,Maputo,0,1226654.8,3.8883719,1783.899,4.5336852,13175526799,,1226654.8,3.8883719,1783.899,4.5336852,13175526799,Maputo
284,South-East Asia,-0.27363741,1,1,2005,Perak,40,1092551.5,,6994.0981,4.648365,10463636501,1605,1092551.5,5.0745039,6994.0981,4.648365,10463636501,Perak
285,South-East Asia,-0.27363741,0,0,2005,Pulau Pinang,9,705853.31,,17105,7.27776,487554807.5,1605,705853.31,6.4160929,17105,7.27776,487554807.5,Pulau Pinang
286,South-East Asia,-0.27363741,1,1,2005,Kedah and Perlis,7,999099.5,,5774.9238,5.2682848,5147799708,1605,999099.5,5.3921371,5774.9238,5.2682848,5147799708,Kedah and Perlis
287,South-East Asia,-0.27363741,0,0,2005,Johor,16,1494274.5,,9435.0039,5.036622,9706289536,1605,1494274.5,5.6253438,9435.0039,5.036622,9706289536,Johor
288,South-East Asia,-0.27363741,1,1,2005,Kelantan,16,714470.31,,3371.3501,4.547204,7571093245,1605,714470.31,5.3290091,3371.3501,4.547204,7571093245,Kelantan
289,South-East Asia,-0.27363741,1,1,2005,Melaka,0,359277.25,,10693.85,6.0355558,859450861.8,,359277.25,5.954216,10693.85,6.0355558,859450861.8,Melaka
290,South-East Asia,-0.27363741,1,1,2005,Negeri Sembilan,1,466363.69,,11096,4.9367671,3347449645,1605,466363.69,5.5727472,11096,4.9367671,3347449645,Negeri Sembilan
291,South-East Asia,-0.27363741,1,1,2005,Pahang,7,688533.31,,9571.8506,3.639415,18086191338,1605,688533.31,5.0700402,9571.8506,3.639415,18086191338,Pahang
292,South-East Asia,-0.27363741,1,1,2005,Selangor w/ Kuala Lumpur,78,3142966.3,,15689.09,6.6536589,4052213616,1605,3142966.3,7.8344431,15689.09,6.6536589,4052213616,Selangor w/ Kuala Lumpur
293,South-East Asia,-0.27363741,1,1,2005,Terengganu,0,484038.41,,8198.2588,4.2963109,6591976612,,484038.41,5.6864028,8198.2588,4.2963109,6591976612,Terengganu
294,South-East Asia,-0.27363741,0,0,2005,Sabah w/ Labuan,1,1474363,,5938.3418,3.6764729,37319212721,1605,1474363,4.4496708,5938.3418,3.6764729,37319212721,Sabah w/ Labuan
295,South-East Asia,-0.27363741,1,1,2005,Sarawak,6,1129080.6,,12380.47,2.9009509,62066596391,1605,1129080.6,4.2024632,12380.47,2.9009509,62066596391,Sarawak
296,,,0,0,2005,Nyanza and Western,1,4513740,5.1865501,669.02557,5.9170108,12156577653,1620,4513740,5.1865501,669.02557,5.9170108,12156577653,Nyanza and Western
297,,,-1,0,2005,"Northeast., East., Rift Valley",4,7971180,4.4953642,702.82788,3.5385039,2.31617E+11,1620,7971180,4.4953642,702.82788,3.5385039,2.31617E+11,"Northeast., East., Rift Valley"
298,,,0,0,2005,Coast,1,1506783.1,4.7447829,1797.576,3.5787089,42056891639,,1506783.1,4.7447829,1797.576,3.5787089,42056891639,Coast
299,,,1,1,2005,Central,0,2073974.6,6.5476089,1181.771,5.764174,6508103726,,2073974.6,6.5476089,1181.771,5.764174,6508103726,Central
300,,,0,0,2005,Nairobi,0,1379727,8.8155804,4472.3442,8.1788588,387043539.2,,1379727,8.8155804,4472.3442,8.1788588,387043539.2,Nairobi
301,South-East Asia,-0.27363741,0,0,2005,Aceh,0,2126365.3,8.1158228,3623.3821,4.301929,28796111802,,2126365.3,8.1158228,3623.3821,4.301929,28796111802,Aceh
302,South-East Asia,-0.27363741,1,1,2005,N. Sumatra,0,6204860.5,8.3864145,3038.3611,5.1565452,35749747198,,6204860.5,8.3864145,3038.3611,5.1565452,35749747198,N. Sumatra
303,South-East Asia,-0.27363741,0,0,2005,Riau,0,3064845.3,8.0992832,7925.0352,4.1517091,48232997516,,3064845.3,8.0992832,7925.0352,4.1517091,48232997516,Riau
304,South-East Asia,-0.27363741,0,0,2005,E. Kalimantan,0,1513117.1,8.3269234,16084.77,2.7318771,98499366172,,1513117.1,8.3269234,16084.77,2.7318771,98499366172,E. Kalimantan
305,South-East Asia,-0.27363741,0,0,2005,N. Sulawesi,0,1550219,7.6219611,1936.312,4.6592669,14685851212,,1550219,7.6219611,1936.312,4.6592669,14685851212,N. Sulawesi
306,South-East Asia,-0.27363741,0,0,2005,W. Java,1,24713818,7.42027,2604.8501,6.9554839,23561966336,1619,24713818,7.42027,2604.8501,6.9554839,23561966336,W. Java
307,South-East Asia,-0.27363741,0,0,2005,C. Java,9,16136341,6.6224322,1975.5179,6.8796,16597120780,1619,16136341,6.6224322,1975.5179,6.8796,16597120780,C. Java
308,South-East Asia,-0.27363741,-1,0,2005,Maluku,0,1150889.3,7.90027,840.53442,3.410347,38013570976,,1150889.3,7.90027,840.53442,3.410347,38013570976,Maluku
309,South-East Asia,-0.27363741,1,1,2005,W. Sumatra,1,2289762.8,7.6501622,2632.7629,4.665091,21565880695,1619,2289762.8,7.6501622,2632.7629,4.665091,21565880695,W. Sumatra
310,South-East Asia,-0.27363741,1,1,2005,Yogyakarta,0,1671425.9,8.1702919,2064.1899,6.9403419,1617837460,,1671425.9,8.1702919,2064.1899,6.9403419,1617837460,Yogyakarta
311,South-East Asia,-0.27363741,-1,0,2005,Bengkulu,0,827867.56,7.473268,1654.7419,4.376689,10403728239,,827867.56,7.473268,1654.7419,4.376689,10403728239,Bengkulu
312,South-East Asia,-0.27363741,0,0,2005,Jambi,0,1386424.8,7.2016072,2189.178,4.087666,23261917539,,1386424.8,7.2016072,2189.178,4.087666,23261917539,Jambi
